iter	MultiClass
130	0.05182004194
131	0.05152580112
132	0.05142000907
133	0.05118258458
134	0.05092239686
135	0.05077850471
136	0.05049830602
137	0.0501675056
138	0.05008130556
139	0.04976184534
140	0.04957562356
141	0.04939437924
142	0.04902428728
143	0.04878106746
144	0.04839045783
145	0.04831343808
146	0.0481193118
147	0.04792775682
148	0.04780010955
149	0.04772566113
150	0.04748546353
151	0.04724253172
152	0.04697517716
153	0.04677049267
154	0.04659171433
155	0.04656824495
156	0.04650843845
157	0.04623241535
158	0.04620480611
159	0.04605084947
160	0.04570029146
161	0.04560395119
162	0.04537022564
163	0.04503699613
164	0.04499916125
165	0.04474287539
166	0.04458611473
167	0.04432038063
168	0.04428843052
169	0.04418986606
170	0.04406040778
171	0.04402251522
172	0.04377337392
173	0.04342800039
174	0.04334849362
175	0.04324130789
176	0.04319031765
177	0.04308159824
178	0.04299169474
179	0.04288840263
180	0.04274198549
181	0.04249581758
182	0.04232647875
183	0.04227032905
184	0.042102637
185	0.04206573449
186	0.04190410058
187	0.04174489355
188	0.0416575573
189	0.04147858584
190	0.04134356157
191	0.04125480302
192	0.04119268707
193	0.0409500998
194	0.0409027751
195	0.04072174369
196	0.04059527118
197	0.04050968865
198	0.04045845334
199	0.0403660655
200	0.04030104541
201	0.04028679326
202	0.04006191302
203	0.03994202788
204	0.03964670038
205	0.0394716445
206	0.03943315232
207	0.03932667837
208	0.03910216342
209	0.03893489376
210	0.03886030469
211	0.03882767335
212	0.03872318243
213	0.03862972582
214	0.03852765789
215	0.03845917557
216	0.03834420489
217	0.03831287726
218	0.03815567796
219	0.03798329437
220	0.03794847979
221	0.03789913652
222	0.03779105661
223	0.03760251688
224	0.03751468733
225	0.03739802866
226	0.03728740819
227	0.03726334134
228	0.03713154858
229	0.03709410943
230	0.03705140861
231	0.03702342443
232	0.03698331601
233	0.03681589723
234	0.03670446958
235	0.03659999079
236	0.03643692909
237	0.03637522339
238	0.03631166955
239	0.03621811442
240	0.03613089703
241	0.03605725877
242	0.0359505865
243	0.03580889308
244	0.03571967691
245	0.03569802987
246	0.03550579693
247	0.0354676288
248	0.03542519281
249	0.03539154476
250	0.03534061182
251	0.03531068262
252	0.03526129704
253	0.03521689686
254	0.03520683373
255	0.0351214829
256	0.03502568466
257	0.03493286122
258	0.03490493223
259	0.03478802199
260	0.03476528109
261	0.03474084072
262	0.03468258124
263	0.03459021221
264	0.03444152045
265	0.03433578388
266	0.03424896407
267	0.03421584231
268	0.03416603344
269	0.03397219833
270	0.03392366801
271	0.03387526722
272	0.03381819633
273	0.03379840918
274	0.03367703916
275	0.0335001994
276	0.03346758797
277	0.03342599523
278	0.03337618791
279	0.03333430653
280	0.03322998024
281	0.03314458427
282	0.03309946795
283	0.03300014797
284	0.03284942572
285	0.03281274107
286	0.03277553497
287	0.03274704781
288	0.03270799993
289	0.03267282428
290	0.03248445924
291	0.03239071751
292	0.03230808241
293	0.03218403399
294	0.03213594474
295	0.03209142411
296	0.03203350267
297	0.03198525786
298	0.03194966738
299	0.03189210204
300	0.031871349
301	0.03181115028
302	0.0317231079
303	0.03167428255
304	0.0316332606
305	0.03157708846
306	0.03153256582
307	0.03146361416
308	0.03143336132
309	0.0314007575
310	0.03134890849
311	0.03127105531
312	0.03117903544
313	0.0311015505
314	0.03104623443
315	0.03101306752
316	0.03096708789
317	0.03091285862
318	0.03086295503
319	0.03081434541
320	0.03076061692
321	0.03071301847
322	0.030682032
323	0.03067307803
324	0.03064914317
325	0.03056636757
326	0.03054275648
327	0.03042764712
328	0.03034233021
329	0.03030358133
330	0.03023635762
331	0.03020613409
332	0.03010021204
333	0.02997925496
334	0.0299447394
335	0.0299057548
336	0.02982965267
337	0.02978337332
338	0.02970025595
339	0.02960846364
340	0.0295778167
341	0.02950113277
342	0.02939345635
343	0.02931353586
344	0.02926870448
345	0.02922039204
346	0.02916714571
347	0.02908502959
348	0.02897954885
349	0.02893413636
350	0.02880089806
351	0.02876549436
352	0.02872354442
353	0.02868800288
354	0.02865018823
355	0.02861049768
356	0.02858291937
357	0.0285200986
358	0.02842639993
359	0.02840018285
360	0.02835182081
361	0.02831876275
362	0.02828935029
363	0.02826013627
364	0.0282166107
365	0.02818820763
366	0.02817170178
367	0.02814343454
368	0.02813635507
369	0.0280055917
370	0.02797652463
371	0.0279054004
372	0.0278833582
373	0.02778506211
374	0.0276588656
375	0.0276259024
376	0.02759684138
377	0.02752918692
378	0.02745795461
379	0.02739046167
380	0.02732779745
381	0.02730223516
382	0.02724880681
383	0.02721277516
384	0.02712711864
385	0.02703818452
386	0.02700672039
387	0.02696022761
388	0.02691572447
389	0.02686272525
390	0.02680315173
391	0.02679267407
392	0.02676714187
393	0.02670257682
394	0.02666065002
395	0.02662728524
396	0.0266059618
397	0.02657318226
398	0.02651571889
399	0.02647665917
400	0.0264536804
401	0.0264214628
402	0.02634410717
403	0.02629214153
404	0.02624115658
405	0.02620726011
406	0.02619587082
407	0.02616146624
408	0.02611996273
409	0.0259695721
410	0.02591578847
411	0.02577412969
412	0.02574379188
413	0.02571925695
414	0.02566758548
415	0.02564118666
416	0.0255544235
417	0.02553499069
418	0.0255194961
419	0.02549044265
420	0.02546785795
421	0.02544240958
422	0.0254119266
423	0.02536243582
424	0.02531637492
425	0.02528792914
426	0.0252572484
427	0.02521523384
428	0.02519287605
429	0.02513052364
430	0.02509976149
431	0.02507671757
432	0.0250542777
433	0.02503024234
434	0.02498843832
435	0.02493416185
436	0.024905904
437	0.0248880222
438	0.02486826246
439	0.02479491075
440	0.02474684379
441	0.02470354112
442	0.02460166584
443	0.02459357933
444	0.02457276725
445	0.02453371312
446	0.02446228539
447	0.02443227234
448	0.02440654013
449	0.0243898391
450	0.02435722726
451	0.02428996507
452	0.02425954784
453	0.02419517836
454	0.02416175611
455	0.02407515567
456	0.02401890977
457	0.02396641801
458	0.02393557766
459	0.02391231414
460	0.02381396137
461	0.02377296132
462	0.02375472572
463	0.02372378915
464	0.02367363794
465	0.02366197134
466	0.02361306874
467	0.02359780028
468	0.02354078231
469	0.02351622486
470	0.02347502019
471	0.0234354647
472	0.02341166763
473	0.0233726701
474	0.02332994921
475	0.0233120991
476	0.02327105491
477	0.02326102272
478	0.02323583519
479	0.02317804722
480	0.02314924455
481	0.02313146196
482	0.02310448564
483	0.0230921189
484	0.02306145613
485	0.02304325358
486	0.02300677553
487	0.02294328401
488	0.02292302602
489	0.02291736244
490	0.02288989706
491	0.02284727792
492	0.02283555341
493	0.02278999583
494	0.0227410168
495	0.02271468573
496	0.02269638857
497	0.02261748134
498	0.02259101172
499	0.0225603324
500	0.02254877756
501	0.02253201115
502	0.02251141534
503	0.02248543332
504	0.02244654649
505	0.02240849662
506	0.02238795951
507	0.02234767622
508	0.02231236244
509	0.0222806724
510	0.02224278352
511	0.02221609492
512	0.02219511912
513	0.02216923242
514	0.02215017008
515	0.02209878667
516	0.02205519801
517	0.02204751037
518	0.02202173385
519	0.02199064455
520	0.02196045824
521	0.02193133062
522	0.02189862553
523	0.02186837743
524	0.02183042022
525	0.02182181678
526	0.02177936372
527	0.02176232128
528	0.02173868806
529	0.02171497209
530	0.02168120503
531	0.02166089652
532	0.02162346118
533	0.02161810952
534	0.02157893809
535	0.02155503797
536	0.02154212773
537	0.02153446189
538	0.02151309808
539	0.02147867411
540	0.02144113617
541	0.02142192961
542	0.0213989858
543	0.02137178437
544	0.02132836165
545	0.02131313958
546	0.02130200978
547	0.02129554921
548	0.0212682785
549	0.02125441982
550	0.02122974829
551	0.02120622029
552	0.02117532084
553	0.02114503672
554	0.02113113665
555	0.02105929577
556	0.02104612963
557	0.02103279046
558	0.02098414615
559	0.02096181669
560	0.02093212521
561	0.02089239228
562	0.02081173585
563	0.02075843021
564	0.02068894685
565	0.02064017267
566	0.02060918689
567	0.02058492946
568	0.020548771
569	0.02053308136
570	0.02052087159
571	0.02050781501
572	0.02049789278
573	0.02046808553
574	0.02044337555
575	0.02043307923
576	0.02042325468
577	0.02039919818
578	0.02037986499
579	0.02034618812
580	0.02033105652
581	0.02030209629
582	0.02025996096
583	0.02018711268
584	0.02017411932
585	0.02012909556
586	0.0200960227
587	0.02007443444
588	0.02005586928
589	0.02003353273
590	0.02001433512
591	0.01999280147
592	0.01994170354
593	0.01990853353
594	0.01987503802
595	0.01980042694
596	0.01976982006
597	0.01974807939
598	0.01973270794
599	0.0197249665
600	0.01969601677
601	0.01967659555
602	0.01958402144
603	0.01955119835
604	0.01952866221
605	0.01950306437
606	0.01948215523
607	0.01947305749
608	0.0194620952
609	0.01943660892
610	0.01939152597
611	0.01936840054
612	0.01934267088
613	0.01931664228
614	0.01925171
615	0.01924088053
616	0.01920668898
617	0.01917246118
618	0.01913041403
619	0.01910210191
620	0.019043319
621	0.01901960148
622	0.01899067543
623	0.01897671374
624	0.01896345327
625	0.0189417537
626	0.01891785362
627	0.01890396708
628	0.01889184798
629	0.01887217812
630	0.01886672686
631	0.01883728299
632	0.01882061681
633	0.01880411132
634	0.01876101953
635	0.01873806155
636	0.01871461269
637	0.01869390498
638	0.01868384474
639	0.01866202454
640	0.01865497856
641	0.01863078545
642	0.01859938519
643	0.01858868464
644	0.01853747263
645	0.01851961988
646	0.01850325248
647	0.01847075836
648	0.01843386025
649	0.01841444752
650	0.01837996434
651	0.01835362329
652	0.01834015521
653	0.01832848523
654	0.0182835167
655	0.01822319561
656	0.01820998068
657	0.01819823483
658	0.01817781795
659	0.0181572875
660	0.01814324546
661	0.01811865569
662	0.01809731321
663	0.01807335707
664	0.01803207535
665	0.01801785118
666	0.01800747215
667	0.01796857349
668	0.01792491754
669	0.01791448791
670	0.017903894
671	0.01789739062
672	0.01786797367
673	0.01783523508
674	0.01781686646
675	0.01780306739
676	0.01777676501
677	0.01774913601
678	0.01773679471
679	0.01772434753
680	0.01770923775
681	0.01769067677
682	0.01766813261
683	0.01764473095
684	0.017633855
685	0.0175863962
686	0.01756948397
687	0.01755832932
688	0.01754168963
689	0.0175269132
690	0.01750524697
691	0.01743718233
692	0.01741982243
693	0.01739854633
694	0.0173542379
695	0.0173463009
696	0.01733385295
697	0.01730683583
698	0.01729443729
699	0.01727087484
700	0.01724952717
701	0.017227317
702	0.01719906479
703	0.01719100419
704	0.01717123414
705	0.01715694868
706	0.01714312709
707	0.01711310861
708	0.01710320437
709	0.01705935242
710	0.01705032486
711	0.01704123786
712	0.0170167083
713	0.01700424818
714	0.01698940248
715	0.01695825608
716	0.01694102857
717	0.01691851321
718	0.01690930958
719	0.01688129419
720	0.01684100875
721	0.01679987223
722	0.01679108363
723	0.01677763832
724	0.01674773235
725	0.01671760411
726	0.01669166031
727	0.01666748311
728	0.01664972926
729	0.0166357767
730	0.01662436961
731	0.01660617093
732	0.01660054303
733	0.01659402288
734	0.01656990694
735	0.01656347114
736	0.01651275319
737	0.01646136174
738	0.01644983522
739	0.01643718374
740	0.01640953623
741	0.01637329629
742	0.01636089378
743	0.01632574791
744	0.01628819705
745	0.01626585214
746	0.01625908561
747	0.01623724975
748	0.01621265392
749	0.0161851289
750	0.01616356386
751	0.01615537542
752	0.01614704506
753	0.01612507491
754	0.01609554656
755	0.01606673034
756	0.01605505518
757	0.0160330769
758	0.01600636608
759	0.01599081685
760	0.01598499223
761	0.01596706998
762	0.01594858669
763	0.01594037366
764	0.01591114815
765	0.01589592479
766	0.01587033506
767	0.01584437697
768	0.01582676509
769	0.01579895842
770	0.01578821481
771	0.01577904086
772	0.01575087601
773	0.01571017002
774	0.01566752122
775	0.0156483041
776	0.01563482056
777	0.01561733847
778	0.0156120769
779	0.01558132866
780	0.01556892839
781	0.01553562385
782	0.0154816132
783	0.01544502895
784	0.01543394316
785	0.01541529063
786	0.01538282779
787	0.01536710889
788	0.01534992183
789	0.01531562512
790	0.01531025928
791	0.01528973883
792	0.01526332503
793	0.01524430032
794	0.01522384494
795	0.015206119
796	0.01519534548
797	0.01517473796
798	0.01515277876
799	0.01513745589
800	0.01512020426
801	0.0150980855
802	0.01506458059
803	0.01505556963
804	0.01503629705
805	0.01500205726
806	0.01499447996
807	0.01497397002
808	0.01495095104
809	0.01493187661
810	0.01490774207
811	0.01490520969
812	0.01486436625
813	0.01484436801
814	0.01482539349
815	0.01481722647
816	0.01477559361
817	0.01475623448
818	0.01474810897
819	0.01474289097
820	0.01472280994
821	0.01471050592
822	0.01467566561
823	0.01466357664
824	0.0146590221
825	0.01464782342
826	0.01461450156
827	0.01459077609
828	0.01458648376
829	0.01455426109
830	0.01453840378
831	0.01452742448
832	0.01450787088
833	0.014491737
834	0.01447898204
835	0.01447041476
836	0.01446627252
837	0.01445527681
838	0.01444933529
839	0.01443489684
840	0.01442536826
841	0.01441840377
842	0.01438207536
843	0.0143569282
844	0.01434776
845	0.01434411163
846	0.01431246502
847	0.01430203371
848	0.01429712698
849	0.01428584574
850	0.01427776511
851	0.01426924138
852	0.01425773125
853	0.0142480191
854	0.01423100999
855	0.01421662491
856	0.01420524186
857	0.01419322087
858	0.01416728588
859	0.01414988946
860	0.01413345826
861	0.01412268539
862	0.0141145939
863	0.01410611896
864	0.01407794687
865	0.01405959473
866	0.01404706279
867	0.01402977429
868	0.01402165775
869	0.01399831554
870	0.01396303566
871	0.01395317388
872	0.01393258028
873	0.01392210488
874	0.01391247553
875	0.01390453974
876	0.01389721289
877	0.01388278961
878	0.01386679841
879	0.01384753393
880	0.01383307487
881	0.01382481653
882	0.01379761068
883	0.01378421183
884	0.01376695697
885	0.01375647395
886	0.01373744245
887	0.01372208166
888	0.01370618347
889	0.01369860354
890	0.01369317747
891	0.01368725904
892	0.0136677104
893	0.01364695448
894	0.01363312807
895	0.01362378598
896	0.01358843368
897	0.01358133743
898	0.01356666209
899	0.01355492968
900	0.01354105401
901	0.01353727051
902	0.01352724753
903	0.0135181578
904	0.01351060697
905	0.01349430867
906	0.01347564948
907	0.0134726893
908	0.01345521366
909	0.01344740394
910	0.01343626265
911	0.01342417419
912	0.01339337664
913	0.01338174009
914	0.01337665753
915	0.01336715834
916	0.01335036837
917	0.01334435171
918	0.01332227278
919	0.01331541752
920	0.01330954925
921	0.0132923758
922	0.01328596373
923	0.0132607351
924	0.01324734087
925	0.01323351427
926	0.01321983445
927	0.01320167798
928	0.01319215116
929	0.01318559053
930	0.01317164225
931	0.01316297922
932	0.01315807871
933	0.0131515718
934	0.01313528418
935	0.01312231411
936	0.01311335818
937	0.01309973744
938	0.01305888332
939	0.01305083541
940	0.01304274878
941	0.01301005916
942	0.01300569633
943	0.01299190548
944	0.01298158173
945	0.01297502152
946	0.01296566214
947	0.01295470296
948	0.01294755061
949	0.0129286812
950	0.01291697194
951	0.01290208978
952	0.01289338421
953	0.01288362149
954	0.01285951667
955	0.01285048705
956	0.01280969581
957	0.01279338068
958	0.01276872207
959	0.01275585453
960	0.01272988134
961	0.01271124169
962	0.01270551215
963	0.0126938769
964	0.01268320167
965	0.01267828896
966	0.01266486536
967	0.01263429257
968	0.01263074584
969	0.01260119372
970	0.01259462566
971	0.01258756456
972	0.0125811392
973	0.01257707857
974	0.01255181956
975	0.01253742063
976	0.01253260417
977	0.01252379375
978	0.0125153916
979	0.01251125446
980	0.01248648554
981	0.01248084648
982	0.01247221312
983	0.01246312924
984	0.01243893303
985	0.0124303717
986	0.01238151567
987	0.01237827029
988	0.01236913686
989	0.01234208017
990	0.01233653711
991	0.01232382698
992	0.01230816404
993	0.01228879023
994	0.01227973852
995	0.01226087171
996	0.01225574148
997	0.01224143848
998	0.01222467653
999	0.01220837119
